id,query,tokens_regular,tokens_lemmatized
NG139_Pneumonia (hospital-acquired): antimicrobial prescribing & Overview & Recommendations: 1.1 Managing hospital-acquired pneumonia - Part 1,What are the recommended antimicrobial prescribing strategies for hospital-acquired pneumonia?,"['recommended', 'antimicrobial', 'prescribing', 'strategies', 'hospitalacquired', 'pneumonia']","['recommended', 'antimicrobial', 'prescribing', 'strategy', 'hospitalacquired', 'pneumonia']"
NG139_Recommendations: 1.1 Managing hospital-acquired pneumonia - Part 2 & Recommendations: 1.2 Choice of antibiotic - Part 1,What is the recommended first-line oral antibiotic treatment for hospital-acquired pneumonia in patients who can take oral medicines?,"['recommended', 'firstline', 'oral', 'antibiotic', 'treatment', 'hospitalacquired', 'pneumonia', 'patients', 'take', 'oral', 'medicines']","['recommended', 'firstline', 'oral', 'antibiotic', 'treatment', 'hospitalacquired', 'pneumonia', 'patient', 'take', 'oral', 'medicine']"
NG139_Recommendations: 1.2 Choice of antibiotic - Part 2,What are the recommended antibiotics and dosages for treating adult non-severe bacterial infections according to NICE guidelines?,"['recommended', 'antibiotics', 'dosages', 'treating', 'adult', 'nonsevere', 'bacterial', 'infections', 'according', 'nice', 'guidelines']","['recommended', 'antibiotic', 'dosage', 'treating', 'adult', 'nonsevere', 'bacterial', 'infection', 'according', 'nice', 'guideline']"
NG139_Recommendations: 1.2 Choice of antibiotic - Part 3,What are the recommended antibiotic dosing and duration for patients with hepatic or renal impairment according to NICE guidelines?,"['recommended', 'antibiotic', 'dosing', 'duration', 'patients', 'hepatic', 'renal', 'impairment', 'according', 'nice', 'guidelines']","['recommended', 'antibiotic', 'dosing', 'duration', 'patient', 'hepatic', 'renal', 'impairment', 'according', 'nice', 'guideline']"
NG139_Recommendations: 1.2 Choice of antibiotic - Part 4,What are the recommended antibiotics and dosages for treating bacterial infections in children under 18 years?,"['recommended', 'antibiotics', 'dosages', 'treating', 'bacterial', 'infections', 'children', 'years']","['recommended', 'antibiotic', 'dosage', 'treating', 'bacterial', 'infection', 'child', 'year']"
NG139_Recommendations: 1.2 Choice of antibiotic - Part 5 & Recommendations: 1.2 Choice of antibiotic - Part 6 & Recommendations: Terms used in the guideline,What are the recommended antibiotic dosing and duration for treating hospital-acquired pneumonia in children?,"['recommended', 'antibiotic', 'dosing', 'duration', 'treating', 'hospitalacquired', 'pneumonia', 'children']","['recommended', 'antibiotic', 'dosing', 'duration', 'treating', 'hospitalacquired', 'pneumonia', 'child']"
NG139_Summary of the evidence: Antibiotic prescribing strategies - Part 1,What are the recommended antibiotic prescribing strategies for hospital-acquired pneumonia in adults?,"['recommended', 'antibiotic', 'prescribing', 'strategies', 'hospitalacquired', 'pneumonia', 'adults']","['recommended', 'antibiotic', 'prescribing', 'strategy', 'hospitalacquired', 'pneumonia', 'adult']"
NG139_Summary of the evidence: Antibiotic prescribing strategies - Part 2,What are the recommended antibiotic prescribing strategies for respiratory infections based on recent evidence?,"['recommended', 'antibiotic', 'prescribing', 'strategies', 'respiratory', 'infections', 'based', 'recent', 'evidence']","['recommended', 'antibiotic', 'prescribing', 'strategy', 'respiratory', 'infection', 'based', 'recent', 'evidence']"
NG139_Summary of the evidence: Choice of antibiotics - Part 1,What are the recommended antibiotics for hospital-acquired pneumonia in adults?,"['recommended', 'antibiotics', 'hospitalacquired', 'pneumonia', 'adults']","['recommended', 'antibiotic', 'hospitalacquired', 'pneumonia', 'adult']"
NG139_Summary of the evidence: Choice of antibiotics - Part 2,What are the safety considerations and potential side effects of using antibiotics according to NICE guidelines?,"['safety', 'considerations', 'potential', 'side', 'effects', 'using', 'antibiotics', 'according', 'nice', 'guidelines']","['safety', 'consideration', 'potential', 'side', 'effect', 'using', 'antibiotic', 'according', 'nice', 'guideline']"
NG139_Summary of the evidence: Choice of antibiotics - Part 3,What are the safety considerations and monitoring requirements for fluoroquinolones and glycopeptides in the treatment of hospital-acquired pneumonia?,"['safety', 'considerations', 'monitoring', 'requirements', 'fluoroquinolones', 'glycopeptides', 'treatment', 'hospitalacquired', 'pneumonia']","['safety', 'consideration', 'monitoring', 'requirement', 'fluoroquinolones', 'glycopeptides', 'treatment', 'hospitalacquired', 'pneumonia']"
NG139_Summary of the evidence: Choice of antibiotics - Part 4,What are the recommended antibiotic treatment timings and choices for hospital-acquired pneumonia in adults and children?,"['recommended', 'antibiotic', 'treatment', 'timings', 'choices', 'hospitalacquired', 'pneumonia', 'adults', 'children']","['recommended', 'antibiotic', 'treatment', 'timing', 'choice', 'hospitalacquired', 'pneumonia', 'adult', 'child']"
NG139_Summary of the evidence: Choice of antibiotics - Part 5,What are the recommended antibiotic choices for non-severe pneumonia in patients with penicillin allergy?,"['recommended', 'antibiotic', 'choices', 'nonsevere', 'pneumonia', 'patients', 'penicillin', 'allergy']","['recommended', 'antibiotic', 'choice', 'nonsevere', 'pneumonia', 'patient', 'penicillin', 'allergy']"
NG139_Summary of the evidence: Choice of antibiotics - Part 6,What are the recommended antibiotic options for hospital-acquired pneumonia with suspected or confirmed MRSA infection?,"['recommended', 'antibiotic', 'options', 'hospitalacquired', 'pneumonia', 'suspected', 'confirmed', 'mrsa', 'infection']","['recommended', 'antibiotic', 'option', 'hospitalacquired', 'pneumonia', 'suspected', 'confirmed', 'mrsa', 'infection']"
"NG139_Summary of the evidence: Antibiotic course length, dosage and route of administration & Other considerations",What is the recommended duration and route of antibiotic administration for hospital-acquired pneumonia?,"['recommended', 'duration', 'route', 'antibiotic', 'administration', 'hospitalacquired', 'pneumonia']","['recommended', 'duration', 'route', 'antibiotic', 'administration', 'hospitalacquired', 'pneumonia']"
NG13_Workplace health: management practices & Overview,What are the recommended workplace health management practices for supporting employees aged over 50?,"['recommended', 'workplace', 'health', 'management', 'practices', 'supporting', 'employees', 'aged']","['recommended', 'workplace', 'health', 'management', 'practice', 'supporting', 'employee', 'aged']"
NG13_Recommendations: 1.1 Organisational commitment,What strategies can employers use to promote employee health and wellbeing in the workplace?,"['strategies', 'employers', 'use', 'promote', 'employee', 'health', 'wellbeing', 'workplace']","['strategy', 'employer', 'use', 'promote', 'employee', 'health', 'wellbeing', 'workplace']"
NG13_Recommendations: 1.2 Physical work environment & Recommendations: 1.3 Mental wellbeing at work,What workplace policies support mental wellbeing and stress management according to NICE guidelines?,"['workplace', 'policies', 'support', 'mental', 'wellbeing', 'stress', 'management', 'according', 'nice', 'guidelines']","['workplace', 'policy', 'support', 'mental', 'wellbeing', 'stress', 'management', 'according', 'nice', 'guideline']"
NG13_Recommendations: 1.4 Fairness and justice,What are the key principles for promoting fairness and justice in the workplace according to NICE guidelines?,"['key', 'principles', 'promoting', 'fairness', 'justice', 'workplace', 'according', 'nice', 'guidelines']","['key', 'principle', 'promoting', 'fairness', 'justice', 'workplace', 'according', 'nice', 'guideline']"
NG13_Recommendations: 1.5 Participation and trust,How can employers promote employee participation and trust in the workplace?,"['employers', 'promote', 'employee', 'participation', 'trust', 'workplace']","['employer', 'promote', 'employee', 'participation', 'trust', 'workplace']"
NG13_Recommendations: 1.6 Senior leadership & Recommendations: 1.7 Role of line managers,What are the key responsibilities of senior leadership and line managers in promoting workplace health and wellbeing?,"['key', 'responsibilities', 'senior', 'leadership', 'line', 'managers', 'promoting', 'workplace', 'health', 'wellbeing']","['key', 'responsibility', 'senior', 'leadership', 'line', 'manager', 'promoting', 'workplace', 'health', 'wellbeing']"
NG13_Recommendations: 1.8 Leadership style of line managers,What are effective leadership styles for line managers to promote team engagement and development?,"['effective', 'leadership', 'styles', 'line', 'managers', 'promote', 'team', 'engagement', 'development']","['effective', 'leadership', 'style', 'line', 'manager', 'promote', 'team', 'engagement', 'development']"
NG13_Recommendations: 1.9 Training - Part 1,What training should line managers receive to support employee health and wellbeing in the workplace?,"['training', 'line', 'managers', 'receive', 'support', 'employee', 'health', 'wellbeing', 'workplace']","['training', 'line', 'manager', 'receive', 'support', 'employee', 'health', 'wellbeing', 'workplace']"
NG13_Recommendations: 1.9 Training - Part 2,How can line managers be trained to support employees' mental health and wellbeing?,"['line', 'managers', 'trained', 'support', 'employees', 'mental', 'health', 'wellbeing']","['line', 'manager', 'trained', 'support', 'employee', 'mental', 'health', 'wellbeing']"
NG13_Recommendations: 1.10 Job design,What are best practices for designing jobs to promote employee health and wellbeing?,"['best', 'practices', 'designing', 'jobs', 'promote', 'employee', 'health', 'wellbeing']","['best', 'practice', 'designing', 'job', 'promote', 'employee', 'health', 'wellbeing']"
NG13_Recommendations: 1.11 Monitoring and evaluation & Recommendations: Terms used in this guideline,What are effective methods for monitoring and evaluating workplace health and wellbeing initiatives?,"['effective', 'methods', 'monitoring', 'evaluating', 'workplace', 'health', 'wellbeing', 'initiatives']","['effective', 'method', 'monitoring', 'evaluating', 'workplace', 'health', 'wellbeing', 'initiative']"
NG13_Recommendations for research: Recommendations for research: effectiveness - Part 1,What are effective methods for evaluating the implementation and outcomes of workplace health and wellbeing interventions?,"['effective', 'methods', 'evaluating', 'implementation', 'outcomes', 'workplace', 'health', 'wellbeing', 'interventions']","['effective', 'method', 'evaluating', 'implementation', 'outcome', 'workplace', 'health', 'wellbeing', 'intervention']"
NG13_Recommendations for research: Recommendations for research: effectiveness - Part 2,What are effective methods for measuring the impact of workplace health and wellbeing interventions?,"['effective', 'methods', 'measuring', 'impact', 'workplace', 'health', 'wellbeing', 'interventions']","['effective', 'method', 'measuring', 'impact', 'workplace', 'health', 'wellbeing', 'intervention']"
NG13_Recommendations for research: Recommendations for research: older employees,"What are effective interventions to support older employees' health, wellbeing, and retention in the workplace?","['effective', 'interventions', 'support', 'older', 'employees', 'health', 'wellbeing', 'retention', 'workplace']","['effective', 'intervention', 'support', 'older', 'employee', 'health', 'wellbeing', 'retention', 'workplace']"
NG13_Committee discussion: Economic evaluation,What are the economic benefits of workplace health and wellbeing initiatives?,"['economic', 'benefits', 'workplace', 'health', 'wellbeing', 'initiatives']","['economic', 'benefit', 'workplace', 'health', 'wellbeing', 'initiative']"
NG13_Committee discussion: Committee discussion about older employees - Part 1,What are NICE recommendations for supporting older employees' health and wellbeing in the workplace?,"['nice', 'recommendations', 'supporting', 'older', 'employees', 'health', 'wellbeing', 'workplace']","['nice', 'recommendation', 'supporting', 'older', 'employee', 'health', 'wellbeing', 'workplace']"
NG13_Committee discussion: Committee discussion about older employees - Part 2,How do changes to the state pension age and retirement policies impact the health and well-being of older workers?,"['changes', 'state', 'pension', 'age', 'retirement', 'policies', 'impact', 'health', 'wellbeing', 'older', 'workers']","['change', 'state', 'pension', 'age', 'retirement', 'policy', 'impact', 'health', 'wellbeing', 'older', 'worker']"
NG13_Committee discussion: Committee discussion about older employees - Part 3,What workplace health interventions are recommended for supporting older employees' health and recovery?,"['workplace', 'health', 'interventions', 'recommended', 'supporting', 'older', 'employees', 'health', 'recovery']","['workplace', 'health', 'intervention', 'recommended', 'supporting', 'older', 'employee', 'health', 'recovery']"
