id,source,query
CG163_Idiopathic pulmonary fibrosis in adults: diagnosis and management & Overview & Recommendations: 1.1 Awareness of clinical features of idiopathic pulmonary fibrosis,CG163,What are the clinical features and diagnostic criteria for idiopathic pulmonary fibrosis in adults?
CG163_Recommendations: 1.2 Diagnosis - Part 1,CG163,What are the recommended diagnostic steps for suspected idiopathic pulmonary fibrosis?
CG163_Recommendations: 1.2 Diagnosis - Part 2,CG163,What are the indications for lung biopsy in diagnosing idiopathic pulmonary fibrosis when clinical features are inconclusive?
CG163_Recommendations: 1.3 Information and support & Recommendations: 1.4 Prognosis,CG163,What information and support should be provided to patients with idiopathic pulmonary fibrosis and their families?
CG163_Recommendations: 1.5 Management - Part 1,CG163,What are the recommended assessments and management strategies for pulmonary rehabilitation and supportive care in idiopathic pulmonary fibrosis?
CG163_Recommendations: 1.5 Management - Part 2,CG163,What are the recommended treatments and management options for idiopathic pulmonary fibrosis?
CG163_Recommendations: 1.5 Management - Part 3,CG163,What are the NICE guidelines for managing idiopathic pulmonary fibrosis?
CG163_Recommendations: 1.6 Review and follow-up,CG163,What are the recommended follow-up assessments and schedule for patients with idiopathic pulmonary fibrosis?
CG163_Recommendations for research: 1 Pulmonary rehabilitation to improve outcomes in people with idiopathic pulmonary fibrosis,CG163,Does pulmonary rehabilitation improve quality of life and lung function in people with idiopathic pulmonary fibrosis?
CG163_Recommendations for research: 2 Ambulatory oxygen to improve outcomes in idiopathic pulmonary fibrosis,CG163,Does ambulatory oxygen improve exercise capacity and quality of life in patients with idiopathic pulmonary fibrosis?
CG163_Recommendations for research: 3 Anti-reflux therapy as a treatment for idiopathic pulmonary fibrosis,CG163,Is anti-reflux therapy effective in treating idiopathic pulmonary fibrosis?
CG163_Context,CG163,What are the current recommendations for diagnosing and managing idiopathic pulmonary fibrosis?
"CG164_Familial breast cancer: classification, care and managing breast cancer and related risks in people with a family history of breast cancer & Overview",CG164,What are the recommended strategies for managing breast cancer risk in people with a family history of breast or related cancers?
CG164_Recommendations: 1.1 Clinical significance of a family history of breast cancer - Part 1,CG164,What is the recommended approach for taking family history of breast cancer in primary care?
CG164_Recommendations: 1.1 Clinical significance of a family history of breast cancer - Part 2,CG164,What information should be collected for family history assessment in breast cancer risk evaluation?
CG164_Recommendations: 1.1 Clinical significance of a family history of breast cancer - Part 3,CG164,How is carrier probability calculated for BRCA mutations in genetic counseling?
CG164_Recommendations: 1.2 Information and support - Part 1,CG164,What information and support should be provided to patients with concerns about familial breast cancer risk?
CG164_Recommendations: 1.2 Information and support - Part 2,CG164,What information is provided to patients and healthcare professionals about genetic testing and risk management for hereditary breast cancer?
CG164_Recommendations: 1.3 Care of people in primary care - Part 1,CG164,What are the criteria for primary care management and referral for familial breast cancer risk?
CG164_Recommendations: 1.3 Care of people in primary care - Part 2,CG164,When should I refer a woman with a family history of breast cancer to secondary or genetic specialist care?
CG164_Recommendations: 1.4 Care of people in secondary care and specialist genetic clinics - Part 1,CG164,What are the criteria for referring patients to secondary care or specialist genetic clinics for breast cancer risk assessment?
CG164_Recommendations: 1.4 Care of people in secondary care and specialist genetic clinics - Part 2,CG164,"What are the criteria for referring individuals with a family history of breast, ovarian, or other related cancers to a genetic specialist?"
CG164_Recommendations: 1.4 Care of people in secondary care and specialist genetic clinics - Part 3,CG164,What are the criteria for assessing familial breast cancer risk according to NICE guidelines?
CG164_Recommendations: 1.4 Care of people in secondary care and specialist genetic clinics - Part 4,CG164,What are the criteria for referring women to genetic counselling for familial breast cancer risk assessment?
CG164_Recommendations: 1.5 Genetic testing - Part 1,CG164,What are the recommended procedures for genetic testing and counseling for mutation finding in at-risk individuals?
CG164_Recommendations: 1.5 Genetic testing - Part 2,CG164,When should genetic testing for BRCA1 and BRCA2 mutations be offered to individuals with no personal history of breast cancer?
